sku_id,location,shelf_stock,qty_on_order,avg_sales_day,leadtime_days,selling_price,Line,Online Reserved,Damaged Stock,wk8_sold,wk7_sold,wk6_sold,wk5_sold,wk4_sold,wk3_sold,wk2_sold,wk1_sold
BP-FACE-100ml,Ludhiana,14,0,3.7,4,999.00,Face Serum,4,0,29,29,28,29,28,19,26,30
BP-FACE-100ml,Agra,111,80,8.9,8,Rs. 999,Face Serum,4,0,57,67,65,64,74,57,70,60
BP-FACE-100ml,Nashik,24,0,2.3,6,₹999,Face Serum,0,0,20,18,12,20,15,15,19,19
BP-FACE-100ml,Meerut,132,63,5.8,8,999,Face Serum,0,3,32,37,37,39,44,31,31,37
BP-FACE-100ml,Rajkot,32,0,2.7,4,₹999,Face Serum,0,0,23,18,24,24,21,21,18,17
BP-FACE-100ml,Varanasi,226,0,13.2,6,999,Face Serum,12,1,103,111,92,85,111,72,85,92
BP-FACE-100ml,Amritsar,24,0,8.9,4,999,Face Serum,0,0,55,69,48,53,78,66,56,73
BP-FACE-100ml,Noida,128,0,10.3,4,₹999,Face Serum,0,1,83,63,70,71,86,54,72,78
BP-FACE-100ml,Gurugram,30,15,3.3,6,999,Face Serum,12,3,27,28,23,19,27,19,21,28
BP-FACE-100ml,Coimbatore,101,0,5.3,8,₹999,Face Serum,12,1,43,39,43,34,43,34,46,29
BP-FACE-100ml,Madurai,85,40,7.2,6,Rs. 999,Face Serum,0,3,61,46,55,51,59,46,156,63
BP-FACE-100ml,Guwahati,95,0,6.0,8,₹999,Face Serum,0,0,51,36,38,38,51,45,49,37
BP-FACE-100ml,Mumbai City Mall,93,61,13.4,4,999,Face Serum,0,3,84,89,81,75,87,76,99,71
BP-FACE-100ml,Delhi City Mall,87,17,8.0,4,₹999,Face Serum,0,0,54,48,68,52,69,47,57,49
BP-FACE-100ml,Bengaluru City Mall Kiosk,166,0,10.0,6,₹999,Face Serum,12,0,76,54,62,54,85,72,82,76
BP-FACE-100ml,Hyderabad City Mall,48,-18,9.8,8,₹999,Face Serum,0,0,76,85,57,58,66,74,78,69
BP-FACE-100ml,Chennai City Mall,8,12,3.3,4,Rs. 999,Face Serum,12,1,28,19,17,19,23,18,21,27
BP-FACE-100ml,Kolkata City Mall,136,0,10.1,6,999,Face Serum,0,0,75,72,73,62,59,80,88,72
BP-FACE-200ml,Mumbai,27,0,3.0,,₹199,Face Serum,4,0,25,18,21,21,26,21,18,25
BP-FACE-200ml,Delhi,36,0,3.9,4,199,Face Serum,0,0,23,22,23,27,32,31,34,27
BP-FACE-200ml,Bengaluru,249,44,12.8,8,₹199,Face Serum,12,0,75,109,70,110,97,97,70,108
BP-FACE-200ml,Hyderabad Kiosk,183,0,8.8,8,199.00,Face Serum,0,0,74,62,69,51,69,72,75,49
BP-FACE-200ml,Chennai,55,0,6.3,4,Rs. 199,Face Serum,4,1,48,41,34,45,49,50,51,34
BP-FACE-200ml,Kolkata,60,0,6.8,4,199,Face Serum,12,1,45,39,54,41,36,51,56,45
BP-FACE-200ml,Pune Kiosk,154,0,6.7,8,₹199,Face Serum,4,0,52,40,57,40,58,37,41,52
BP-FACE-200ml,Ahmedabad,22,0,4.1,8,199,Face Serum,12,0,26,25,24,35,28,22,31,27
BP-FACE-200ml,Jaipur,11,0,5.1,4,₹199,Face Serum,0,0,41,42,36,30,28,30,39,40
BP-FACE-200ml,Lucknow, 5 , 22 ,10.8,4 days,Rs. 199,Face Serum,0,0,85,92,83,57,68,72,85,74
BP-FACE-200ml,Surat,96,0,9.9,8,Rs. 199,Face Serum,12,0,82,74,54,62,61,63,82,70
BP-FACE-200ml,Indore,107,0,11.3,4,199,Face Serum,4,0,91,67,64,60,66,80,75,84
BP-FACE-200ml,Nagpur,66,24,10.2,4,199,Face Serum,0,3,68,78,78,87,65,69,75,77
BP-FACE-200ml,Kochi,28,0,3.1,6,₹199,Face Serum,12,3,17,24,22,25,24,20,23,16
BP-FACE-200ml,Chandigarh,22,0,3.2,4,199.00,Face Serum,4,0,18,19,19,23,19,21,24,23
BP-FACE-200ml,Bhopal,37,91,,8,Rs. 199,Face Serum,0,1,80,116,97,113,107,95,106,113
BP-FACE-200ml,Patna Kiosk,158,0,8.4,8,199,Face Serum,0,1,70,64,65,55,47,66,57,71
BP-FACE-200ml,Vadodara,204,0,10.9,8,199,Face Serum,0,3,85,83,62,82,63,59,92,64
BP-FACE-200ml,Ludhiana,26,0,10.0,6,₹199,Face Serum,0,0,59,75,54,65,72,85,85,53
BP-FACE-200ml,Agra,164, 43 ,12.5,4,199,Face Serum,4,3,89,82,104,106,71,78,103,85
BP-FACE-200ml,Nashik,213,0,11.9,8,199,Face Serum,4,0,99,84,99,72,103,86,104,93
BP-FACE-200ml,Meerut,67,34,6.4,4,199,Face Serum,0,0,54,52,39,36,34,137,38,53
BP-FACE-200ml,Rajkot,128,0,11.5,6,199,Face Serum,12,3,84,81,100,82,70,72,68,72
BP-FACE-200ml,Varanasi,3.5,0,2.7,4,₹199,Face Serum,4,3,21,15,17,17,19,23,16,16
BP-FACE-200ml,Amritsar,-7,21,7.7,6,₹199,Face Serum,0,1,41,43,66,53,65,47,59,42
BP-FACE-200ml,Noida,32,0,12.0,8,Rs. 199,Face Serum,4,0,80,71,77,92,75,101,64,86
BP-FACE-200ml,Gurugram,23,0,3.7,4,199,Face Serum,12,0,32,29,22,30,31,23,27,24
BP-FACE-200ml,Coimbatore,1,30,3.1,8,199,Face Serum,0,0,22,23,22,17,24,23,18,19
BP-FACE-200ml,Madurai, 92 ,0,12.6,4,₹199,Face Serum,4,0,74,86,103,82,109,78,83,75
BP-FACE-200ml,Guwahati,135,0,12.8,8,199,Face Serum,0,0,103,71,71,68,79,70,106,109
BP-FACE-200ml,Mumbai City Mall, 139 ,0,13.3,6,199,Face Serum,0,1,107,114,95,90,97,90,78,71
BP-FACE-200ml,Delhi City Mall,116,0,10.1,4,199,Face Serum,0,1,73,71,61,81,81,55,87,60
BP-FACE-200ml,Bengaluru City Mall Kiosk,95,0,8.0,8,199,Face Serum,0,0,57,50,62,61,64,65,48,58
BP-FACE-200ml,Hyderabad City Mall,30,0,10.8,4,199,Face Serum,4,1,81,61,61,78,71,80,61,91
BP-FACE-200ml,Chennai City Mall,110,0,13.5,4,₹199,Face Serum,4,1,73,95,103,108,117,117,89,72
BP-FACE-200ml,Kolkata City Mall,28,10,3.5,6,199.00,Face Serum,4,1,20,22,21,28,28,27,21,26
BP-VIT--30ml,Mumbai,181,0,10.7,8,₹349,Vit-C Cream,4,0,81,74,75,86,58,64,73,73
BP-VIT--30ml,Mumbai,181,0,10.7,8,₹349,Vit-C Cream,4,0,81,74,75,86,58,64,73,73
BP-VIT--30ml,Delhi,167,0,13.6,4,349,Vit-C Cream,0,0,99,96,98,95,80,104,118,99
BP-VIT--30ml,Bengaluru,108,0,10.1,6,N/A,Vit-C Cream,12,3,64,76,60,58,76,55,67,69
BP-VIT--30ml,Hyderabad Kiosk,59,0,9.9,8,349,Vit-C Cream,0,0,71,67,82,64,65,77,65,68
BP-VIT--30ml,Chennai,74,0,7.8,6,₹349,Vit-C Cream,0,0,43,49,55,57,47,46,52,44
BP-VIT--30ml,Kolkata,21,29,4.0,6,349,Vit-C Cream,4,0,34,35,34,34,34,28,28,22
,Pune Kiosk,14,0,6.3,8,₹349,Vit-C Cream,4,0,49,41,45,43,53,52,40,35
BP-VIT--30ml,Ahmedabad,49,109,10.9,8,349,Vit-C Cream,0,0,94,77,89,62,79,77,76,89
BP-VIT--30ml,Jaipur,232,0,13.2,8,₹349,Vit-C Cream,4,3,72,73,90,99,92,89,103,89
BP-VIT--30ml,Lucknow, 62 ,0,4.4,6,₹349,Vit-C Cream,12,0,35,34,32,32,32,28,33,33
BP-VIT--30ml,Surat,271,0,13.0,8,₹349,Vit-C Cream,12,1,77,94,82,89,95,104,101,107
BP-VIT--30ml,Indore,57,0,3.1,8,349,Vit-C Cream,4,1,23,20,21,21,19,19,22,24
BP-VIT--30ml,Nagpur,39,0,2.1,6,349,Vit-C Cream,12,0,16,14,15,12,16,14,18,13
BP-VIT--30ml,Kochi,77,0,7.6,4,349,Vit-C Cream,12,0,57,64,45,51,53,41,47,61
BP-VIT--30ml,Chandigarh, 32 ,0,2.9,4,349,Vit-C Cream,12,0,22,16,18,18,18,18,60,20
BP-VIT--30ml,Bhopal,49,56,8.8,8,Rs. 349,Vit-C Cream,4,0,62,47,58,62,63,60,66,68
BP-VIT--30ml,Patna Kiosk,94,0,5.9,6,₹349,Vit-C Cream,4,1,50,34,32,41,34,48,36,44
BP-VIT--30ml,Vadodara,40,0,7.0,4,Rs. 349,Vit-C Cream,0,0,53,58,49,46,37,40,54,52
BP-VIT--30ml,Ludhiana,58,0,6.3,4,349,Vit-C Cream,0,0,51,39,53,39,33,52,46,39
BP-VIT--30ml,Agra,183,0,8.5,8,₹349,Vit-C Cream,4,3,48,73,73,74,47,72,60,50
BP-VIT--30ml,Nashik,75,0,12.0,8,349,Vit-C Cream,0,0,75,64,96,66,99,82,65,88
BP-VIT--30ml,Meerut,233,78,12.8,8,₹349,Vit-C Cream,4,0,68,79,88,77,92,84,90,109
BP-VIT--30ml,Rajkot,97,0,10.4,8,349,Vit-C Cream,0,0,60,72,61,64,66,65,80,58
BP-VIT--30ml,Varanasi,1,0,2.5,4,349,Vit-C Cream,0,0,16,18,17,17,15,18,14,21
BP-VIT--30ml,Amritsar,52,38,7.6,6,349,Vit-C Cream,0,0,47,43,54,66,59,43,63,54
BP-VIT--30ml,Noida,73,11,5.9,4,349,Vit-C Cream,0,0,32,38,42,35,32,38,50,35
BP-VIT--30ml,Gurugram,216,0,10.7,8,349,Vit-C Cream,4,0,78,57,64,73,79,57,61,78
BP-VIT--30ml,Coimbatore,146,0,13.0,8,349,Vit-C Cream,12,0,104,77,112,69,98,104,72,74
BP-VIT--30ml,Madurai,6,0,6.4,4,Rs. 349,Vit-C Cream,4,1,47,46,37,52,34,40,48,54
BP-VIT--30ml,Guwahati,154,0,8.3,6,₹349,Vit-C Cream,12,0,72,50,59,59,51,54,47,71
BP-VIT--30ml,Mumbai City Mall,56,0,7.2,8,₹349,Vit-C Cream,0,3,39,47,57,48,43,59,42,40
BP-VIT--30ml,Delhi City Mall,116,119,13.9,8,₹349,Vit-C Cream,12,3,118,111,95,113,83,75,80,105
BP-VIT--30ml,Bengaluru City Mall Kiosk,56,-5,4.2,6,₹349,Vit-C Cream,4,1,25,35,35,32,27,37,35,34
BP-VIT--30ml,Hyderabad City Mall,137,64,12.9,4,₹349,Vit-C Cream,4,0,76,89,88,107,73,68,91,70
BP-VIT--30ml,Chennai City Mall,53,0,12.9,8,349,Vit-C Cream,12,3,68,77,95,98,95,68,107,82
BP-VIT--30ml,Kolkata City Mall,8,0,6.8,4,Rs. 349,Vit-C Cream,12,0,56,55,38,38,39,44,58,42
BP-VIT--50ml,Mumbai,91,0,4.9,8,699,Vit-C Cream,0,1,32,39,36,40,37,27,42,35
BP-VIT--50ml,Delhi,18,0,4.9,,Rs. 699,Vit-C Cream,0,3,39,35,34,27,40,40,35,30
BP-VIT--50ml,Bengaluru,22,0,4.5,4,Rs. 699,Vit-C Cream,0,0,29,37,33,34,24,29,25,24
BP-VIT--50ml,Hyderabad Kiosk,112,0,10.6,6,699,Vit-C Cream,12,3,80,88,69,60,70,67,90,67
BP-VIT--50ml,Chennai,202.5,37,7.8,8,₹699,Vit-C Cream,0,3,42,67,64,59,52,57,65,45
BP-VIT--50ml,Kolkata,101,0,4.0,8,699,Vit-C Cream,0,1,24,33,25,35,28,28,30,28
BP-VIT--50ml,Pune Kiosk,86,0,6.4,4,699,Vit-C Cream,0,0,35,41,55,45,38,45,45,36
BP-VIT--50ml,Ahmedabad,97,0,10.4,4,699,Vit-C Cream,0,0,79,66,62,68,68,198,66,86
BP-VIT--50ml,Jaipur,43,0,7.3,8,699.00,Vit-C Cream,4,0,64,41,60,50,43,56,42,48
BP-VIT--50ml,Lucknow,17,0,8.7,8,699.00,Vit-C Cream,0,0,53,51,74,58,64,59,70,72
BP-VIT--50ml,Surat,95,0,9.4,4,₹699,Vit-C Cream,4,0,66,64,50,68,73,53,54,55
BP-VIT--50ml,Indore,81,0,9.1,4,699,Vit-C Cream,0,0,57,61,76,62,72,59,58,53
BP-VIT--50ml,Nagpur,108,0,9.0,6,699.00,Vit-C Cream,0,0,64,54,68,74,71,49,54,66
BP-VIT--50ml,Kochi,115,0,12.8,8,699,Vit-C Cream,0,3,73,79,72,83,86,109,97,88
BP-VIT--50ml,Chandigarh,217,0,13.4,6,699,Vit-C Cream,0,3,76,95,76,105,71,106,99,97
BP-VIT--50ml,Bhopal,92,41,4.3,8,₹699,Vit-C Cream,12,0,24,36,24,30,24,31,24,24
BP-VIT--50ml,Patna Kiosk,120,0,10.4,8 days,699,Vit-C Cream,0,3,75,71,86,58,86,91,65,61
BP-VIT--50ml,Vadodara,111,0,12.6,8,699,Vit-C Cream,0,0,74,77,78,101,82,78,102,102
BP-VIT--50ml,Ludhiana,105,0,9.7,6,₹699,Vit-C Cream,0,1,66,69,53,55,52,56,81,59
BP-VIT--50ml,Agra,105,0,13.9,4,699,Vit-C Cream,12,0,78,75,109,90,112,102,82,76
BP-VIT--50ml,Nashik,63,0,7.8,4,₹699,Vit-C Cream,0,1,51,48,56,64,66,62,53,42
BP-VIT--50ml,Meerut,34,0,6.5,4,Rs. 699,Vit-C Cream,0,0,52,44,47,38,41,49,54,52
BP-VIT--50ml,Rajkot, 56 ,0,5.4,4,699,Vit-C Cream,12,0,46,32,40,36,34,39,29,31
BP-VIT--50ml,Varanasi,4,46,9.3,4,699,Vit-C Cream,4,1,62,67,73,57,72,59,64,54
BP-VIT--50ml,Amritsar,3,0,4.6,6,₹699,Vit-C Cream,0,3,37,27,35,37,38,34,30,33
BP-VIT--50ml,Noida,71,0,9.4,8,N/A,Vit-C Cream,12,0,75,53,52,55,78,61,76,60
BP-VIT--50ml,Gurugram,91,26,,4,699,Vit-C Cream,0,0,82,59,58,70,80,55,62,69
BP-VIT--50ml,Coimbatore,98,0,6.9,8,699,Vit-C Cream,0,1,54,38,43,38,44,53,55,36
BP-VIT--50ml,Madurai,83,0,11.9,6,₹699,Vit-C Cream,12,3,92,100,82,86,74,93,65,81
BP-VIT--50ml,Guwahati,186,0,9.3,6,Rs. 699,Vit-C Cream,0,3,52,66,79,79,68,56,75,66
BP-VIT--50ml,Mumbai City Mall,63,70,7.8,8,699,Vit-C Cream,0,0,66,57,54,52,43,45,43,68
BP-VIT--50ml,Delhi City Mall,10,0,7.0,4,699,Vit-C Cream,4,0,46,54,48,51,40,51,42,58
BP-VIT--50ml,Bengaluru City Mall Kiosk,6,0,13.0,4,699,Vit-C Cream,4,0,100,69,89,74,78,87,108,82
BP-VIT--50ml,Hyderabad City Mall,67,0,11.8,6,699,Vit-C Cream,12,0,79,83,94,98,84,73,62,72
BP-VIT--50ml,Chennai City Mall,159,54,13.6,4,Rs. 699,Vit-C Cream,4,3,96,96,102,79,81,106,89,106
BP-VIT--50ml,Kolkata City Mall,87,41,12.4,4,Rs. 699,Vit-C Cream,0,0,75,76,78,83,65,75,75,87
BP-VIT--100ml,Mumbai,2,65,10.7,6,349,Vit-C Cream,0,0,60,68,87,78,265,93,74,79
BP-VIT--100ml,Delhi,32,0,2.5,4,349,Vit-C Cream,0,0,18,18,20,19,14,20,21,18
BP-VIT--100ml,Bengaluru,24,0,4.8,6,349,Vit-C Cream,0,0,29,38,30,37,36,36,30,32
BP-VIT--100ml,Hyderabad Kiosk,168,0,6.3,8,₹349,Vit-C Cream,0,0,49,36,45,42,34,53,39,52
BP-VIT--100ml,Chennai,65,39,13.2,6,349,Vit-C Cream,4,3,105,109,91,70,71,99,85,88
BP-VIT--100ml,Kolkata,(4),0,8.1,6,₹349,Vit-C Cream,12,3,64,63,68,55,60,46,60,65
BP-VIT--100ml,Pune Kiosk,15,0,11.1,4,349,Vit-C Cream,4,0,66,62,73,87,97,89,91,97
BP-VIT--100ml,Ahmedabad,130,0,13.8,4,₹349,Vit-C Cream,0,1,80,98,81,99,86,101,114,101
BP-VIT--100ml,Jaipur,150,0,8.9,8,₹349,Vit-C Cream,0,1,66,61,73,58,53,69,77,54
BP-VIT--100ml,Lucknow,18,7,2.2,8,349,Vit-C Cream,4,0,16,13,19,14,15,17,15,16
BP-VIT--100ml,Surat,29,0,10.0,4,349.00,Vit-C Cream,0,0,57,84,66,61,84,60,71,74
BP-VIT--100ml,Indore,172,0,14.0,4,₹349,Vit-C Cream,0,3,110,106,90,112,118,120,86,75
BP-VIT--100ml,Nagpur,56,0,12.3,4,Rs. 349,Vit-C Cream,0,0,79,88,83,66,93,79,95,96
BP-VIT--100ml,Kochi,223,0,12.0,8,₹349,Vit-C Cream,12,0,81,94,74,84,87,103,89,104
BP-VIT--100ml,Chandigarh,87,35,3.3,8,349.00,Vit-C Cream,0,1,25,21,24,29,27,19,21,20
BP-VIT--100ml,Bhopal,44,0,3.2,8,349,Vit-C Cream,4,3,28,19,23,28,17,22,20,25
