SKU Code,Store Name,Closing Stock,In Transit,Avg Off-take/Day,Lead Time (Days),MRP,Style,Colour,Size,System Status,Sold Wk-8,Sold Wk-7,Sold Wk-6,Sold Wk-5,Sold Wk-4,Sold Wk-3,Sold Wk-2,Sold Wk-1
CRE-BLA-M,Ahmedabad,13,3,1.1,5,2499,Crew Tee,Black,M,OK,6,7,7,7,8,7,8,9
CRE-BLA-M,Jaipur,37,0,4.0,5,2499,Crew Tee,Black,M,,26,35,33,29,29,27,28,25
CRE-BLA-M,Lucknow,61,0,3.8,9,"₹2,499",Crew Tee,Black,M,Excess,29,24,20,23,21,22,30,25
CRE-BLA-M,Surat,45,-14,4.6,5,2499,Crew Tee,Black,M,Reorder,36,28,36,25,26,37,39,26
CRE-BLA-M,Indore,3,0,3.8,,"₹2,499",Crew Tee,Black,M,Reorder,27,22,26,29,26,23,28,26
CRE-BLA-M,Nagpur,32,0,5.7,7,2499,Crew Tee,Black,M,Reorder,37,35,44,41,42,43,45,34
CRE-BLA-M,Kochi, 69 ,0,3.3,7,"₹2,499",Crew Tee,Black,M,Excess,18,18,20,21,26,28,19,20
CRE-BLA-M,Chandigarh,20,0,3.2,9 days,"₹2,499",Crew Tee,Black,M,Excess,18,26,24,25,19,22,20,26
CRE-BLA-M,Bhopal,11,0,1.3,9,"Rs. 2,499",Crew Tee,Black,M,OK,7,11,7,7,9,9,10,8
CRE-BLA-M,Patna,19,0,,7,2499,Crew Tee,Black,M,Excess,6,8,5,7,6,8,6,6
CRE-BLA-M,Vadodara,40,0,2.9,9,2499,Crew Tee,Black,M,Reorder,15,22,21,23,23,19,19,17
CRE-BLA-M,Ludhiana,53,0,1.5,12,"₹2,499",Crew Tee,Black,M,Excess,9,9,8,12,10,11,9,11
CRE-BLA-M,Agra,(7),0,0.9,5,2499,Crew Tee,Black,M,,5,7,6,7,6,6,8,7
CRE-BLA-M,Nashik,38,21,3.2,5,"Rs. 2,499",Crew Tee,Black,M,OK,17,21,18,22,23,17,21,17
CRE-BLA-M,Meerut,104,0,2.8,12,"Rs. 2,499",Crew Tee,Black,M,OK,16,17,19,18,24,15,18,16
CRE-BLA-M,Rajkot,89,0,4.1,7,2499,Crew Tee,Black,M,Reorder,22,23,24,25,25,32,30,25
CRE-BLA-M,Varanasi,38,0,5.4,12,2499,Crew Tee,Black,M,Reorder,39,44,38,36,46,41,43,30
CRE-BLA-M,Varanasi,38,0,5.4,12,2499,Crew Tee,Black,M,Reorder,39,44,38,36,46,41,43,30
CRE-BLA-L,Mumbai,60,22,2.7,7,1999,Crew Tee,Black,L,,22,15,23,23,22,23,18,17
,Delhi,37,0,3.8,7,1999,Crew Tee,Black,L,Reorder,27,28,33,23,27,22,30,20
CRE-BLA-L,Bengaluru,29,0,5.0,5,1999,Crew Tee,Black,L,,28,39,36,35,27,30,30,38
CRE-BLA-L,Hyderabad,34,0,1.6,12,"Rs. 1,999",Crew Tee,Black,L,OK,12,14,12,9,9,9,12,12
CRE-BLA-L,Chennai,60,22,4.1,5,"1,999.00",Crew Tee,Black,L,Excess,22,36,33,24,30,26,27,29
CRE-BLA-L,Kolkata,129,0,5.7,12,1999,Crew Tee,Black,L,OK,36,49,41,44,37,46,32,33
CRE-BLA-L,Pune,5,6,1.2,7,"₹1,999",Crew Tee,Black,L,Reorder,17,17,20,17,25,20,21,23
CRE-BLA-L,Ahmedabad,98,0,5.0,12,1999,Crew Tee,Black,L,,32,40,31,43,36,31,30,32
CRE-BLA-L,Jaipur,9,0,1.1,12,1999,Crew Tee,Black,L,Reorder,6,9,9,8,7,8,6,9
CRE-BLA-L,Lucknow,38,0,3.6,5,"1,999.00",Crew Tee,Black,L,Reorder,24,23,20,30,22,30,25,28
CRE-BLA-L,Surat,52,0,5.5,5,"₹1,999",Crew Tee,Black,L,OK,45,34,46,34,40,45,32,39
CRE-BLA-L,Indore,22,0,3.0,12,1999,Crew Tee,Black,L,,23,20,22,24,16,18,21,17
CRE-BLA-L,Nagpur,8,0,1.2,12,1999,Crew Tee,Black,L,,7,10,9,10,8,25,7,8
CRE-BLA-L,Kochi,166,47,4.6,12,"₹1,999",Crew Tee,Black,L,,39,29,33,31,25,39,29,34
CRE-BLA-L,Chandigarh,103,0,4.5,9,1999,Crew Tee,Black,L,Reorder,27,37,39,31,25,38,32,34
CRE-BLA-L,Bhopal,140,0,5.3,9,1999,Crew Tee,Black,L,Reorder,7,7,7,81,7,66,7,14
CRE-BLA-L,Patna,24,10,4.5,5,"Rs. 1,999",Crew Tee,Black,L,,33,24,24,38,28,31,38,39
CRE-BLA-L,Vadodara,37,0,5.3,7,1999,Crew Tee,Black,L,OK,34,37,31,44,46,32,40,31
CRE-BLA-L,Ludhiana,91,0,4.1,9,1999,Crew Tee,Black,L,Reorder,23,32,35,28,23,25,26,32
CRE-BLA-L,Agra,23,0,2.0,7,1999,Crew Tee,Black,L,OK,17,15,12,13,17,15,12,15
CRE-BLA-L,Nashik, 22 ,0,3.0,5,1999,Crew Tee,Black,L,OK,21,20,22,17,26,18,18,23
CRE-BLA-L,Meerut,35,4,1.5,7,"₹1,999",Crew Tee,Black,L,Excess,13,8,8,12,13,10,10,8
CRE-BLA-L,Rajkot,46,0,3.3,7,"₹1,999",Crew Tee,Black,L,,22,26,26,26,20,23,20,24
CRE-BLA-L,Varanasi,26,14,1.9,7,"₹1,999",Crew Tee,Black,L,Reorder,10,13,13,13,12,15,10,16
CRE-BLA-XL,Mumbai,20,0,3.9,5,1999,Crew Tee,Black,XL,,31,31,27,29,27,26,24,27
CRE-BLA-XL,Delhi,15,0,0.8,12,1999,Crew Tee,Black,XL,OK,6,5,6,6,7,4,5,6
CRE-BLA-XL,Bengaluru,38,0,2.7,9,1999,Crew Tee,Black,XL,Excess,23,20,17,15,22,18,15,16
CRE-BLA-XL,Hyderabad,2,0,2.4,7,1999,Crew Tee,Black,XL,OK,20,20,20,14,20,20,14,16
CRE-BLA-XL,Chennai,12,0,1.7,9,"Rs. 1,999",Crew Tee,Black,XL,OK,12,13,12,12,13,10,12,12
CRE-BLA-XL,Kolkata,32,0,2.8,5,"1,999.00",Crew Tee,Black,XL,Excess,22,20,20,21,17,16,15,22
CRE-BLA-XL,Pune,22.5,0,1.3,7,1999,Crew Tee,Black,XL,,9,11,9,8,11,10,8,10
CRE-BLA-XL,Ahmedabad,8,0,0.7,7,"Rs. 1,999",Crew Tee,Black,XL,Excess,5,4,5,4,5,5,4,4
CRE-BLA-XL,Jaipur,56,0,3.4,12,"₹1,999",Crew Tee,Black,XL,Excess,22,20,18,18,25,25,27,29
CRE-BLA-XL,Lucknow,64,0,4.1,5,1999,Crew Tee,Black,XL,Excess,34,25,31,23,28,27,22,27
CRE-BLA-XL,Surat,14,0,2.1,9,"₹1,999",Crew Tee,Black,XL,Excess,16,13,12,14,14,12,15,16
CRE-BLA-XL,Indore,67,0,4.4,5,"₹1,999",Crew Tee,Black,XL,Excess,29,36,28,34,37,24,24,28
CRE-BLA-XL,Nagpur,89,41,3.6,9,1999,Crew Tee,Black,XL,OK,19,28,22,20,20,26,27,20
CRE-BLA-XL,Kochi,79,0,5.1,12,1999,Crew Tee,Black,XL,OK,32,36,35,27,38,32,31,31
CRE-BLA-XL,Chandigarh,0,0,5.6,12,1999,Crew Tee,Black,XL,Reorder,46,48,36,36,47,36,0,0
CRE-BLA-XL,Bhopal,98,0,4.3,7,N/A,Crew Tee,Black,XL,Reorder,35,27,29,28,33,30,32,28
CRE-BLA-XL,Patna,114,0,5.5,7,"Rs. 1,999",Crew Tee,Black,XL,,45,39,42,30,41,37,38,36
CRE-BLA-XL,Vadodara,34,0,3.3,12,"Rs. 1,999",Crew Tee,Black,XL,Excess,21,26,27,27,24,22,25,25
CRE-BLA-XL,Ludhiana,23,0,4.9,7,"₹1,999",Crew Tee,Black,XL,,26,36,42,42,28,38,33,37
CRE-BLA-XL,Agra,3,0,2.6,7,"₹1,999",Crew Tee,Black,XL,OK,42,46,52,43,55,53,54,38
CRE-BLA-XL,Nashik,15,22,2.2,9,"Rs. 1,999",Crew Tee,Black,XL,,17,16,18,13,13,12,19,13
CRE-BLA-XL,Meerut,22,0,2.9,7,"Rs. 1,999",Crew Tee,Black,XL,OK,18,16,17,21,21,17,15,23
CRE-BLA-XL,Rajkot,7,0,0.5,9,"Rs. 1,999",Crew Tee,Black,XL,Reorder,3,3,4,4,3,4,4,3
CRE-BLA-XL,Varanasi,134,0,5.7,7,"₹1,999",Crew Tee,Black,XL,Reorder,33,32,31,37,45,36,40,30
CRE-WHI-S,Mumbai,0,0,0.9,9,2499,Crew Tee,White,S,,6,7,7,7,8,5,8,6
CRE-WHI-S,Delhi,0,0,1.9,5,"Rs. 2,499",Crew Tee,White,S,OK,14,15,12,14,12,12,16,12
CRE-WHI-S,Bengaluru,35,0,2.0,7,2499,Crew Tee,White,S,Excess,12,11,12,13,14,11,14,13
CRE-WHI-S,Hyderabad,2,0,5.7,7,"₹2,499",Crew Tee,White,S,,50,39,49,34,38,44,33,35
CRE-WHI-S,Chennai,153,0,5.7,9,2499,Crew Tee,White,S,OK,37,43,34,42,48,47,42,40
CRE-WHI-S,Kolkata,21,12,1.2,12,"2,499.00",Crew Tee,White,S,,6,10,9,8,7,19,7,8
CRE-WHI-S,Pune,51,14,2.3,9,2499,Crew Tee,White,S,OK,13,20,16,14,19,17,20,19
CRE-WHI-S,Ahmedabad,6,0,3.3,9,2499,Crew Tee,White,S,,23,24,27,20,21,25,18,24
CRE-WHI-S,Jaipur,72,0,5.3,5,"₹2,499",Crew Tee,White,S,,35,30,29,34,44,43,30,31
CRE-WHI-S,Lucknow,25,-7,0.7,12,"Rs. 2,499",Crew Tee,White,S,Reorder,5,6,5,6,5,6,6,5
CRE-WHI-S,Surat, 78 ,17,4.3,7,"₹2,499",Crew Tee,White,S,Excess,12,12,12,66,6,6,66,12
CRE-WHI-S,Indore,16,33,4.7,7,"₹2,499",Crew Tee,White,S,OK,27,27,26,33,32,33,27,27
CRE-WHI-S,Nagpur,60,22,5.3,,2499,Crew Tee,White,S,Reorder,36,29,36,33,36,46,33,41
CRE-WHI-S,Kochi,2,0,0.6,9,"₹2,499",Crew Tee,White,S,OK,3,5,5,3,5,4,4,5
CRE-WHI-S,Chandigarh,78,0,2.6,9,"₹2,499",Crew Tee,White,S,,14,15,18,18,20,14,16,14
CRE-WHI-S,Bhopal,44,0,2.9,7,"2,499.00",Crew Tee,White,S,OK,19,22,17,25,17,19,17,19
CRE-WHI-S,Patna,10,6,0.5,9,"2,499.00",Crew Tee,White,S,OK,3,4,4,4,3,3,4,4
CRE-WHI-S,Vadodara,24,0,4.8,5,"₹2,499",Crew Tee,White,S,,36,34,30,31,29,35,33,42
CRE-WHI-S,Ludhiana,10,0,1.4,5,"2,499.00",Crew Tee,White,S,Reorder,8,10,8,10,12,11,8,11
CRE-WHI-S,Agra,16,0,1.3,5,2499,Crew Tee,White,S,Reorder,9,9,11,9,10,10,9,8
CRE-WHI-S,Nashik,21,7,1.9,5,2499,Crew Tee,White,S,OK,11,17,16,11,14,12,14,11
CRE-WHI-S,Meerut,45,0,2.9,12 days,"₹2,499",Crew Tee,White,S,Excess,24,16,21,21,19,17,16,19
CRE-WHI-S,Rajkot,30,0,2.5,7,2499,Crew Tee,White,S,OK,14,19,16,15,22,19,20,15
CRE-WHI-S,Varanasi, 10 ,0,2.2,12,"₹2,499",Crew Tee,White,S,OK,13,14,18,15,18,15,14,17
CRE-WHI-M,Mumbai,53,0,2.7,7,"₹2,499",Crew Tee,White,M,OK,17,17,24,19,18,15,15,17
CRE-WHI-M,Delhi,53,11,3.9,7,2499,Crew Tee,White,M,OK,33,21,31,26,31,26,27,26
CRE-WHI-M,Bengaluru,41,0,2.9,5,"2,499.00",Crew Tee,White,M,Reorder,16,16,18,25,21,25,17,19
CRE-WHI-M,Hyderabad, 13 ,17,,5,"Rs. 2,499",Crew Tee,White,M,Reorder,39,43,36,39,34,41,29,40
CRE-WHI-M,Chennai,29,0,4.8,9,"Rs. 2,499",Crew Tee,White,M,,39,37,33,35,33,38,28,37
CRE-WHI-M,Kolkata,21,18,2.3,12,"₹2,499",Crew Tee,White,M,,19,15,18,16,17,17,20,19
CRE-WHI-M,Pune,10,0,2.6,5,"2,499.00",Crew Tee,White,M,Excess,15,23,17,15,18,18,18,22
CRE-WHI-M,Ahmedabad,20,0,4.9,5,2499,Crew Tee,White,M,Excess,32,29,29,29,43,32,31,28
CRE-WHI-M,Jaipur,12,0,3.8,9,"₹2,499",Crew Tee,White,M,,60,58,54,66,59,59,59,67
CRE-WHI-M,Lucknow,20,0,1.4,7,2499,Crew Tee,White,M,,12,11,9,8,12,9,11,8
CRE-WHI-M,Surat,95,0,4.3,9,"Rs. 2,499",Crew Tee,White,M,OK,26,37,24,37,32,24,36,24
CRE-WHI-M,Indore,15.5,0,1.6,9,2499,Crew Tee,White,M,,9,11,9,13,14,14,14,11
CRE-WHI-M,Nagpur,(3),26,3.4,7,"₹2,499",Crew Tee,White,M,Excess,19,24,24,29,25,19,21,22
CRE-WHI-M,Kochi,116,0,5.7,7,2499,Crew Tee,White,M,OK,50,41,48,36,33,45,33,48
CRE-WHI-M,Chandigarh,32,0,1.1,9,"₹2,499",Crew Tee,White,M,,8,9,9,8,6,7,9,7
CRE-WHI-M,Bhopal, 72 ,37,5.1,12,"₹2,499",Crew Tee,White,M,Reorder,37,36,33,39,35,31,43,30
CRE-WHI-M,Patna,33,0,1.7,12,2499,Crew Tee,White,M,Reorder,13,12,12,12,9,11,9,12
CRE-WHI-M,Vadodara,53,0,4.2,7,"₹2,499",Crew Tee,White,M,Reorder,30,24,32,23,23,34,37,28
CRE-WHI-M,Ludhiana,21,0,2.4,7,2499,Crew Tee,White,M,OK,13,17,16,13,20,14,14,20
CRE-WHI-M,Agra,60,0,5.8,9,"Rs. 2,499",Crew Tee,White,M,OK,31,35,45,35,48,48,44,38
CRE-WHI-M,Nashik,125,0,5.6,7,2499,Crew Tee,White,M,Excess,32,36,41,35,40,45,38,45
CRE-WHI-M,Meerut,63,0,5.7,5,2499,Crew Tee,White,M,Excess,43,34,49,43,32,40,48,42
CRE-WHI-M,Rajkot,72, 26 ,3.8,12,2499,Crew Tee,White,M,,25,21,22,22,30,73,20,23
CRE-WHI-M,Varanasi,30,0,3.9,5,2499,Crew Tee,White,M,,25,32,28,30,24,31,23,22
CRE-WHI-L,Mumbai,30,46,2.9,12,799,Crew Tee,White,L,,24,17,20,25,18,17,23,18
CRE-WHI-L,Mumbai,30,46,2.9,12,799,Crew Tee,White,L,,24,17,20,25,18,17,23,18
CRE-WHI-L,Delhi,12,0,1.4,9,799,Crew Tee,White,L,,10,12,10,9,7,10,9,10
CRE-WHI-L,Bengaluru,12,0,0.8,9,N/A,Crew Tee,White,L,OK,5,4,6,5,7,6,5,7
CRE-WHI-L,Hyderabad,45,12,2.8,5,799,Crew Tee,White,L,Reorder,20,24,21,21,19,18,21,16
CRE-WHI-L,Chennai,121,0,4.9,9,799.00,Crew Tee,White,L,,38,26,40,42,37,34,37,37
CRE-WHI-L,Kolkata,92,0,5.6,5,799,Crew Tee,White,L,,15,15,86,15,86,7,70,70
,Pune,46,32,4.8,5,₹799,Crew Tee,White,L,,40,34,42,29,36,27,28,32
CRE-WHI-L,Ahmedabad,1,0,2.0,7,799,Crew Tee,White,L,,17,13,17,15,17,16,13,12
CRE-WHI-L,Jaipur,13,4,0.9,5,₹799,Crew Tee,White,L,,8,6,6,6,6,8,6,7
CRE-WHI-L,Lucknow,31,0,1.7,7,Rs. 799,Crew Tee,White,L,OK,13,13,12,13,15,14,10,12
CRE-WHI-L,Surat,14,0,3.4,7,799,Crew Tee,White,L,OK,27,25,29,21,27,18,19,19
CRE-WHI-L,Indore,129,0,5.7,7,₹799,Crew Tee,White,L,Reorder,39,42,47,50,40,46,35,46
CRE-WHI-L,Nagpur,7,0,4.2,12,799,Crew Tee,White,L,Excess,28,28,33,33,31,25,26,33
CRE-WHI-L,Kochi,31,11,5.6,5,₹799,Crew Tee,White,L,OK,30,31,35,33,42,33,38,34
CRE-WHI-L,Chandigarh,53,12,2.8,9,799,Crew Tee,White,L,,21,20,23,24,23,15,17,17
CRE-WHI-L,Bhopal,20,0,2.9,9,Rs. 799,Crew Tee,White,L,,24,19,20,16,19,24,18,25
CRE-WHI-L,Patna,11,4,0.8,5,799,Crew Tee,White,L,Excess,5,5,6,5,6,5,5,4
CRE-WHI-L,Vadodara,23,24,5.0,5,799,Crew Tee,White,L,,35,35,42,43,38,28,27,34
CRE-WHI-L,Ludhiana, 38 ,0,3.6,9,799.00,Crew Tee,White,L,,21,23,22,28,21,26,25,26
CRE-WHI-L,Agra,76,0,4.1,7,₹799,Crew Tee,White,L,Excess,35,31,22,24,22,22,30,31
CRE-WHI-L,Nashik,77,0,5.2,7,799,Crew Tee,White,L,Reorder,31,36,33,35,42,38,38,45
CRE-WHI-L,Meerut,16,0,3.5,9,799,Crew Tee,White,L,Excess,51,52,64,69,60,64,57,70
CRE-WHI-L,Rajkot,60, 17 ,5.3,7,799,Crew Tee,White,L,,29,43,38,39,30,29,34,46
CRE-WHI-L,Varanasi,5,0,0.8,5,₹799,Crew Tee,White,L,Excess,5,6,4,6,5,4,5,4
CRE-WHI-XL,Mumbai,0,0,2.1,5,₹799,Crew Tee,White,XL,Reorder,17,14,15,13,18,17,16,16
CRE-WHI-XL,Delhi,41,22,2.8,12,799,Crew Tee,White,XL,OK,23,17,15,18,15,23,21,17
CRE-WHI-XL,Bengaluru,45,21,1.6,12,₹799,Crew Tee,White,XL,Excess,12,12,13,9,9,11,10,11
CRE-WHI-XL,Hyderabad,11,0,0.7,9,₹799,Crew Tee,White,XL,OK,6,6,5,6,5,6,6,5
CRE-WHI-XL,Chennai,6,0,3.7,7,₹799,Crew Tee,White,XL,Reorder,25,26,24,27,28,20,22,28
CRE-WHI-XL,Kolkata,68,0,3.8,7,₹799,Crew Tee,White,XL,OK,22,31,23,22,25,30,29,30
CRE-WHI-XL,Pune,121,0,4.6,12,799,Crew Tee,White,XL,,29,26,24,35,38,29,38,35
CRE-WHI-XL,Ahmedabad,43,0,4.4,7,₹799,Crew Tee,White,XL,,37,33,24,26,27,28,36,34
CRE-WHI-XL,Jaipur,84,-4,5.6,9,₹799,Crew Tee,White,XL,OK,30,49,37,36,32,41,47,33
CRE-WHI-XL,Lucknow,34,0,3.2,7,799,Crew Tee,White,XL,OK,17,19,22,26,24,25,25,25
CRE-WHI-XL,Surat,6,0,2.4,5,₹799,Crew Tee,White,XL,Reorder,18,14,19,14,15,21,19,18
CRE-WHI-XL,Indore,22,0,2.1,7,₹799,Crew Tee,White,XL,OK,12,15,14,12,15,15,14,15
CRE-WHI-XL,Nagpur,19,0,5.9,5,799,Crew Tee,White,XL,OK,49,37,37,45,34,47,49,50
CRE-WHI-XL,Kochi,24,0,5.5,,799,Crew Tee,White,XL,,42,47,32,36,45,44,31,48
CRE-WHI-XL,Chandigarh,95,0,5.3,9,799,Crew Tee,White,XL,Excess,40,46,30,35,38,30,42,29
CRE-WHI-XL,Bhopal,12,0,1.6,12,Rs. 799,Crew Tee,White,XL,OK,12,9,13,10,12,32,8,8
CRE-WHI-XL,Patna,55.5,0,3.9,9,799,Crew Tee,White,XL,Excess,24,27,30,32,33,26,25,26
CRE-WHI-XL,Vadodara,98,0,4.5,12,799,Crew Tee,White,XL,Excess,34,30,37,32,27,34,29,34
CRE-WHI-XL,Ludhiana,2,0,1.0,5,799.00,Crew Tee,White,XL,OK,8,7,6,7,5,6,5,6
CRE-WHI-XL,Agra,5,0,1.4,9,Rs. 799,Crew Tee,White,XL,,11,9,9,10,9,8,10,9
CRE-WHI-XL,Nashik,91,23,4.8,12,799,Crew Tee,White,XL,OK,28,30,34,31,31,27,41,37
CRE-WHI-XL,Meerut,98,28,3.0,12,799,Crew Tee,White,XL,OK,17,17,23,21,26,26,20,22
CRE-WHI-XL,Rajkot,40,0,3.8,7,799,Crew Tee,White,XL,Reorder,30,20,22,22,22,21,32,30
CRE-WHI-XL,Varanasi,12,0,1.7,12,Rs. 799,Crew Tee,White,XL,Reorder,10,14,10,9,13,12,14,14
CRE-NAV-S,Mumbai,57,25,5.1,7,"₹2,499",Crew Tee,Navy,S,Reorder,78,64,78,14,7,64,7,78
CRE-NAV-S,Delhi,38,0,5.1,9,2499,Crew Tee,Navy,S,Reorder,31,31,39,42,43,31,28,36
CRE-NAV-S,Bengaluru,28,0,1.4,12,"₹2,499",Crew Tee,Navy,S,,8,10,9,8,10,10,12,11
CRE-NAV-S,Hyderabad,75,0,2.7,9,"Rs. 2,499",Crew Tee,Navy,S,Excess,18,22,22,21,22,18,20,17
CRE-NAV-S,Chennai,78,17,3.6,7 days,2499,Crew Tee,Navy,S,Reorder,26,27,26,29,25,20,20,28
CRE-NAV-S,Kolkata, 161 ,41,4.9,12,2499,Crew Tee,Navy,S,,31,29,28,27,39,36,26,33
CRE-NAV-S,Pune,20,0,2.3,5,"Rs. 2,499",Crew Tee,Navy,S,OK,20,19,17,13,19,13,17,13
CRE-NAV-S,Ahmedabad,10,0,1.5,7,2499,Crew Tee,Navy,S,,12,11,10,12,11,9,11,10
CRE-NAV-S,Jaipur,17,0,1.0,7,"₹2,499",Crew Tee,Navy,S,OK,6,7,7,7,6,6,7,7
CRE-NAV-S,Lucknow,4,0,2.6,7,"2,499.00",Crew Tee,Navy,S,,15,18,16,20,15,15,15,18
CRE-NAV-S,Surat,9,0,0.5,7,2499,Crew Tee,Navy,S,OK,8,10,10,9,9,9,8,8
CRE-NAV-S,Indore,189,0,5.5,12,2499,Crew Tee,Navy,S,Excess,43,44,37,38,38,36,38,42
CRE-NAV-S,Nagpur,21,0,5.8,7,2499,Crew Tee,Navy,S,OK,49,44,35,38,32,35,33,46
CRE-NAV-S,Kochi, 50 ,0,3.7,12,N/A,Crew Tee,Navy,S,Excess,22,29,30,21,22,24,29,29
CRE-NAV-S,Chandigarh,10,0,,12,"₹2,499",Crew Tee,Navy,S,,4,5,5,4,6,4,6,4
CRE-NAV-S,Bhopal,6,0,2.2,12,2499,Crew Tee,Navy,S,,18,15,12,14,14,15,19,16
CRE-NAV-S,Patna,8,6,0.9,7,"₹2,499",Crew Tee,Navy,S,,6,6,6,7,6,5,7,6
CRE-NAV-S,Vadodara,22,0,4.9,5,"₹2,499",Crew Tee,Navy,S,,30,40,36,38,26,26,35,29
CRE-NAV-S,Ludhiana,4,0,1.1,12,2499,Crew Tee,Navy,S,OK,9,9,9,8,8,8,8,8
CRE-NAV-S,Agra,51,0,5.1,5,"₹2,499",Crew Tee,Navy,S,Reorder,37,29,40,36,40,32,43,27
CRE-NAV-S,Nashik,193,0,5.4,12,"Rs. 2,499",Crew Tee,Navy,S,,37,46,39,42,30,37,33,32
CRE-NAV-S,Meerut,76,0,5.6,5,"Rs. 2,499",Crew Tee,Navy,S,Reorder,39,40,32,36,30,44,46,40
CRE-NAV-S,Rajkot,39,0,1.6,12,"₹2,499",Crew Tee,Navy,S,Excess,9,10,12,13,9,10,10,13
CRE-NAV-S,Varanasi,138,57,3.5,12,2499,Crew Tee,Navy,S,Reorder,28,30,26,27,27,20,22,30
CRE-NAV-M,Mumbai,27,11,1.7,5,1999,Crew Tee,Navy,M,,9,13,14,14,9,9,13,12
CRE-NAV-M,Delhi, 82 ,0,5.2,7,1999,Crew Tee,Navy,M,OK,41,34,40,35,44,30,35,42
